date,open,high,low,close,volume,symbol
2023-03-10 00:00:00+00:00,32185.14,32422.1,31783.41,31909.64,397790000.0,YAHOO
2023-03-09 00:00:00+00:00,32876.83,32990.46,32190.6,32254.86,315860000.0,YAHOO
2023-03-08 00:00:00+00:00,32872.08,32903.44,32612.7,32798.4,242750000.0,YAHOO
2023-03-07 00:00:00+00:00,33428.31,33453.25,32838.21,32856.46,299400000.0,YAHOO
2023-03-06 00:00:00+00:00,33425.32,33572.22,33383.47,33431.44,329190000.0,YAHOO
2023-03-03 00:00:00+00:00,33076.33,33405.82,33008.41,33390.97,300050000.0,YAHOO
2023-03-02 00:00:00+00:00,32780.97,33083.45,32665.85,33003.57,317450000.0,YAHOO
2023-03-01 00:00:00+00:00,32656.37,32746.15,32500.71,32661.84,292810000.0,YAHOO
2023-02-28 00:00:00+00:00,32873.47,32873.47,32636.43,32656.7,303760000.0,YAHOO
2023-02-27 00:00:00+00:00,32906.16,33189.28,32814.18,32889.09,243660000.0,YAHOO
2023-02-24 00:00:00+00:00,32999.19,32999.19,32643.48,32816.92,277120000.0,YAHOO
2023-02-23 00:00:00+00:00,33175.39,33272.4,32795.67,33153.91,288120000.0,YAHOO
2023-02-22 00:00:00+00:00,33169.33,33245.97,32948.27,33045.09,321910000.0,YAHOO
2023-02-21 00:00:00+00:00,33699.69,33699.69,33115.74,33129.59,348320000.0,YAHOO
2023-02-17 00:00:00+00:00,33677.01,33846.64,33517.73,33826.69,302900000.0,YAHOO
2023-02-16 00:00:00+00:00,33992.09,34041.16,33686.59,33696.85,317530000.0,YAHOO
2023-02-15 00:00:00+00:00,34008.63,34130.49,33833.1,34128.05,267530000.0,YAHOO
2023-02-14 00:00:00+00:00,34194.09,34331.47,33827.45,34089.27,288820000.0,YAHOO
2023-02-13 00:00:00+00:00,33887.39,34249.6,33887.39,34245.93,302600000.0,YAHOO
2023-02-10 00:00:00+00:00,33671.54,33897.31,33591.99,33869.27,288150000.0,YAHOO
2023-02-09 00:00:00+00:00,34105.61,34252.57,33607.13,33699.88,347520000.0,YAHOO
2023-02-08 00:00:00+00:00,34132.9,34161.65,33899.79,33949.01,324090000.0,YAHOO
2023-02-07 00:00:00+00:00,33769.78,34240.0,33634.1,34156.69,361620000.0,YAHOO
2023-02-06 00:00:00+00:00,33874.44,33962.84,33683.58,33891.02,296400000.0,YAHOO
2023-02-03 00:00:00+00:00,33926.3,34179.58,33813.86,33926.01,425150000.0,YAHOO
2023-02-02 00:00:00+00:00,34129.3,34145.14,33814.78,34053.94,429910000.0,YAHOO
2023-02-01 00:00:00+00:00,34039.6,34334.7,33581.42,34092.96,370120000.0,YAHOO
2023-01-31 00:00:00+00:00,33803.56,34095.23,33664.91,34086.04,360240000.0,YAHOO
2023-01-30 00:00:00+00:00,33909.21,34055.29,33695.18,33717.09,343920000.0,YAHOO
2023-01-27 00:00:00+00:00,33952.93,34164.33,33830.85,33978.08,441260000.0,YAHOO
2023-01-26 00:00:00+00:00,33771.66,33953.79,33635.6,33949.41,327000000.0,YAHOO
2023-01-25 00:00:00+00:00,33538.36,33773.09,33273.21,33743.84,341720000.0,YAHOO
2023-01-24 00:00:00+00:00,33444.72,33782.92,33310.56,33733.96,299310000.0,YAHOO
2023-01-23 00:00:00+00:00,33439.56,33782.88,33316.25,33629.56,355220000.0,YAHOO
2023-01-20 00:00:00+00:00,33073.46,33381.95,32948.93,33375.49,367330000.0,YAHOO
2023-01-19 00:00:00+00:00,33171.35,33227.49,32982.05,33044.56,319770000.0,YAHOO
2023-01-18 00:00:00+00:00,33948.49,34016.53,33269.9,33296.96,351670000.0,YAHOO
2023-01-17 00:00:00+00:00,34222.32,34269.97,33860.67,33910.85,353050000.0,YAHOO
2023-01-13 00:00:00+00:00,34075.31,34342.32,33915.49,34302.61,274110000.0,YAHOO
2023-01-12 00:00:00+00:00,34047.86,34292.67,33792.1,34189.97,308190000.0,YAHOO
2023-01-11 00:00:00+00:00,33754.03,33974.69,33711.04,33973.01,301650000.0,YAHOO
2023-01-10 00:00:00+00:00,33516.43,33726.54,33421.8,33704.1,268260000.0,YAHOO
2023-01-09 00:00:00+00:00,33664.39,33935.11,33487.66,33517.65,327840000.0,YAHOO
2023-01-06 00:00:00+00:00,33055.3,33710.66,32997.39,33630.61,360740000.0,YAHOO
2023-01-05 00:00:00+00:00,33191.72,33191.72,32812.33,32930.08,337920000.0,YAHOO
2023-01-04 00:00:00+00:00,33165.14,33409.1,33033.48,33269.77,379400000.0,YAHOO
2023-01-03 00:00:00+00:00,33148.9,33387.52,32850.57,33136.37,355930000.0,YAHOO
2022-12-30 00:00:00+00:00,33121.61,33152.55,32847.82,33147.25,295500000.0,YAHOO
2022-12-29 00:00:00+00:00,33021.43,33293.42,33020.35,33220.8,243060000.0,YAHOO
2022-12-28 00:00:00+00:00,33264.76,33379.55,32869.15,32875.71,252260000.0,YAHOO
2022-12-27 00:00:00+00:00,33224.23,33387.72,33069.58,33241.56,246010000.0,YAHOO
2022-12-23 00:00:00+00:00,32961.06,33226.14,32814.02,33203.93,221050000.0,YAHOO
2022-12-22 00:00:00+00:00,33233.35,33233.35,32573.43,33027.49,340640000.0,YAHOO
2022-12-21 00:00:00+00:00,33028.09,33437.84,33028.09,33376.48,328020000.0,YAHOO
2022-12-20 00:00:00+00:00,32735.24,32992.23,32649.45,32849.74,303970000.0,YAHOO
2022-12-19 00:00:00+00:00,32921.45,33038.94,32581.97,32757.54,326430000.0,YAHOO
2022-12-16 00:00:00+00:00,33166.46,33166.46,32654.59,32920.46,756310000.0,YAHOO
2022-12-15 00:00:00+00:00,33773.0,33773.0,33016.16,33202.22,394290000.0,YAHOO
2022-12-14 00:00:00+00:00,34086.07,34395.65,33704.17,33966.35,339090000.0,YAHOO
2022-12-13 00:00:00+00:00,34268.44,34712.28,33890.88,34108.64,442650000.0,YAHOO
2022-12-12 00:00:00+00:00,33519.5,34005.04,33519.5,34005.04,313440000.0,YAHOO
2022-12-09 00:00:00+00:00,33746.71,33844.63,33462.65,33476.46,287630000.0,YAHOO
2022-12-08 00:00:00+00:00,33695.97,33899.17,33642.46,33781.48,271830000.0,YAHOO
2022-12-07 00:00:00+00:00,33556.4,33774.27,33503.67,33597.92,359980000.0,YAHOO
2022-12-06 00:00:00+00:00,33936.87,34006.63,33418.59,33596.34,306220000.0,YAHOO
2022-12-05 00:00:00+00:00,34335.73,34335.73,33846.81,33947.1,312960000.0,YAHOO
2022-12-02 00:00:00+00:00,34265.45,34483.21,34039.73,34429.88,290580000.0,YAHOO
2022-12-01 00:00:00+00:00,34533.59,34595.51,34129.35,34395.01,348720000.0,YAHOO
2022-11-30 00:00:00+00:00,33795.43,34589.77,33583.77,34589.77,524440000.0,YAHOO
2022-11-29 00:00:00+00:00,33847.8,33933.91,33662.45,33852.53,279750000.0,YAHOO
2022-11-28 00:00:00+00:00,34275.91,34303.88,33799.35,33849.46,300330000.0,YAHOO
2022-11-25 00:00:00+00:00,34213.04,34386.51,34199.57,34347.03,131660000.0,YAHOO
2022-11-23 00:00:00+00:00,34091.57,34262.07,34004.64,34194.06,236820000.0,YAHOO
2022-11-22 00:00:00+00:00,33810.05,34115.7,33810.05,34098.1,277070000.0,YAHOO
2022-11-21 00:00:00+00:00,33760.3,33864.59,33559.18,33700.28,352960000.0,YAHOO
2022-11-18 00:00:00+00:00,33606.59,33827.94,33540.64,33745.69,312950000.0,YAHOO
2022-11-17 00:00:00+00:00,33329.27,33616.02,33239.75,33546.32,319210000.0,YAHOO
2022-11-16 00:00:00+00:00,33554.93,33682.83,33516.99,33553.83,301560000.0,YAHOO
2022-11-15 00:00:00+00:00,33755.94,33987.06,33320.2,33592.92,390610000.0,YAHOO
2022-11-14 00:00:00+00:00,33662.05,33964.3,33533.96,33536.7,354340000.0,YAHOO
2022-11-11 00:00:00+00:00,33797.75,33817.96,33394.43,33747.86,427790000.0,YAHOO
2022-11-10 00:00:00+00:00,33263.91,33727.73,33167.82,33715.37,480130000.0,YAHOO
2022-11-09 00:00:00+00:00,33004.47,33065.11,32478.87,32513.94,355200000.0,YAHOO
2022-11-08 00:00:00+00:00,32934.56,33355.39,32831.46,33160.83,335340000.0,YAHOO
2022-11-07 00:00:00+00:00,32454.1,32895.59,32424.99,32827.0,336300000.0,YAHOO
2022-11-04 00:00:00+00:00,32265.01,32611.52,31938.92,32403.22,422370000.0,YAHOO
2022-11-03 00:00:00+00:00,31985.05,32185.71,31727.05,32001.25,354440000.0,YAHOO
2022-11-02 00:00:00+00:00,32576.28,33071.93,32139.77,32147.76,398430000.0,YAHOO
2022-11-01 00:00:00+00:00,32862.79,32975.48,32485.23,32653.2,323210000.0,YAHOO
2022-10-31 00:00:00+00:00,32754.27,32883.86,32586.93,32732.95,390890000.0,YAHOO
2022-10-28 00:00:00+00:00,32204.31,32889.81,32158.38,32861.8,495830000.0,YAHOO
2022-10-27 00:00:00+00:00,32062.14,32388.42,31993.21,32033.28,375720000.0,YAHOO
2022-10-26 00:00:00+00:00,31738.44,32172.42,31738.44,31839.11,430400000.0,YAHOO
2022-10-25 00:00:00+00:00,31463.65,31876.15,31423.53,31836.74,336930000.0,YAHOO
2022-10-24 00:00:00+00:00,31187.32,31603.63,31161.41,31499.62,345040000.0,YAHOO
2022-10-21 00:00:00+00:00,30291.18,31119.27,30206.28,31082.56,418190000.0,YAHOO
2022-10-20 00:00:00+00:00,30411.92,30822.96,30265.2,30333.59,333190000.0,YAHOO
2022-10-19 00:00:00+00:00,30439.04,30662.11,30226.9,30423.81,314030000.0,YAHOO
2022-10-18 00:00:00+00:00,30697.52,30837.9,30301.83,30523.8,387130000.0,YAHOO
2022-10-17 00:00:00+00:00,30059.58,30311.95,29997.62,30185.82,369820000.0,YAHOO
2022-10-14 00:00:00+00:00,30192.21,30428.82,29614.3,29634.83,379090000.0,YAHOO
2022-10-13 00:00:00+00:00,28755.83,30168.54,28660.94,30038.72,470260000.0,YAHOO
2022-10-12 00:00:00+00:00,29233.06,29455.12,29136.03,29210.85,304420000.0,YAHOO
2022-10-11 00:00:00+00:00,29085.2,29608.42,29074.23,29239.19,352920000.0,YAHOO
2022-10-10 00:00:00+00:00,29419.09,29485.82,29010.41,29202.88,315410000.0,YAHOO
2022-10-07 00:00:00+00:00,29685.27,29685.27,29142.66,29296.79,367950000.0,YAHOO
2022-10-06 00:00:00+00:00,30206.13,30329.61,29859.34,29926.94,306840000.0,YAHOO
2022-10-05 00:00:00+00:00,30078.36,30454.46,29886.44,30273.87,290610000.0,YAHOO
2022-10-04 00:00:00+00:00,29826.67,30325.05,29826.67,30316.32,375640000.0,YAHOO
2022-10-03 00:00:00+00:00,28855.25,29647.79,28855.25,29490.89,397830000.0,YAHOO
2022-09-30 00:00:00+00:00,29123.03,29355.78,28715.85,28725.51,464260000.0,YAHOO
2022-09-29 00:00:00+00:00,29513.73,29513.73,28997.34,29225.61,388820000.0,YAHOO
2022-09-28 00:00:00+00:00,29198.92,29811.78,29114.97,29683.74,436040000.0,YAHOO
2022-09-27 00:00:00+00:00,29419.88,29659.12,28958.22,29134.99,355460000.0,YAHOO
2022-09-26 00:00:00+00:00,29536.84,29630.77,29161.12,29260.81,369450000.0,YAHOO
2022-09-23 00:00:00+00:00,29955.65,29955.65,29250.47,29590.41,388200000.0,YAHOO
2022-09-22 00:00:00+00:00,30204.52,30302.28,29994.53,30076.68,335270000.0,YAHOO
2022-09-21 00:00:00+00:00,30819.39,31020.79,30181.99,30183.78,354960000.0,YAHOO
2022-09-20 00:00:00+00:00,30888.53,30888.53,30465.91,30706.23,317970000.0,YAHOO
2022-09-19 00:00:00+00:00,30722.86,31026.89,30559.37,31019.68,291200000.0,YAHOO
2022-09-16 00:00:00+00:00,30866.61,30866.61,30550.08,30822.42,627920000.0,YAHOO
2022-09-15 00:00:00+00:00,31124.68,31277.69,30882.08,30961.82,345500000.0,YAHOO
2022-09-14 00:00:00+00:00,31141.02,31276.82,30885.02,31135.09,348670000.0,YAHOO
2022-09-13 00:00:00+00:00,32006.5,32006.5,31018.54,31104.97,428930000.0,YAHOO
2022-09-12 00:00:00+00:00,32159.49,32504.04,32159.49,32381.34,339250000.0,YAHOO
2022-09-09 00:00:00+00:00,31876.22,32227.74,31876.22,32151.71,310980000.0,YAHOO
2022-09-08 00:00:00+00:00,31481.95,31783.37,31321.5,31774.52,344340000.0,YAHOO
2022-09-07 00:00:00+00:00,31145.63,31644.34,31095.21,31581.28,345080000.0,YAHOO
2022-09-06 00:00:00+00:00,31343.79,31463.89,31048.46,31145.3,347320000.0,YAHOO
2022-09-02 00:00:00+00:00,31848.5,32026.9,31182.09,31318.44,306180000.0,YAHOO
2022-09-01 00:00:00+00:00,31454.58,31677.51,31219.75,31656.42,339360000.0,YAHOO
2022-08-31 00:00:00+00:00,31827.15,31966.04,31509.59,31510.43,392780000.0,YAHOO
2022-08-30 00:00:00+00:00,32163.84,32205.66,31647.22,31790.87,317150000.0,YAHOO
2022-08-29 00:00:00+00:00,32188.0,32325.16,31972.79,32098.99,317820000.0,YAHOO
2022-08-26 00:00:00+00:00,33293.43,33364.7,32278.22,32283.4,352850000.0,YAHOO
2022-08-25 00:00:00+00:00,33029.27,33306.09,32889.85,33291.78,308530000.0,YAHOO
2022-08-24 00:00:00+00:00,32899.01,33095.5,32828.56,32969.23,256900000.0,YAHOO
2022-08-23 00:00:00+00:00,33033.52,33138.26,32858.89,32909.59,251870000.0,YAHOO
2022-08-22 00:00:00+00:00,33586.59,33586.59,33007.63,33063.61,308900000.0,YAHOO
2022-08-19 00:00:00+00:00,33904.69,33904.69,33627.09,33706.74,293990000.0,YAHOO
2022-08-18 00:00:00+00:00,33981.86,34043.83,33844.46,33999.04,282550000.0,YAHOO
2022-08-17 00:00:00+00:00,34029.55,34161.01,33828.41,33980.32,281390000.0,YAHOO
2022-08-16 00:00:00+00:00,33924.35,34281.36,33852.57,34152.01,288670000.0,YAHOO
2022-08-15 00:00:00+00:00,33710.7,33954.71,33582.96,33912.44,262670000.0,YAHOO
2022-08-12 00:00:00+00:00,33430.72,33767.09,33398.32,33761.05,299140000.0,YAHOO
2022-08-11 00:00:00+00:00,33451.51,33651.8,33289.83,33336.67,308030000.0,YAHOO
2022-08-10 00:00:00+00:00,33130.63,33364.41,33130.63,33309.51,311740000.0,YAHOO
2022-08-09 00:00:00+00:00,32807.36,32877.53,32702.66,32774.41,281080000.0,YAHOO
2022-08-08 00:00:00+00:00,32877.36,33109.96,32769.1,32832.54,275350000.0,YAHOO
2022-08-05 00:00:00+00:00,32593.9,32814.61,32489.62,32803.47,273010000.0,YAHOO
2022-08-04 00:00:00+00:00,32805.69,32829.22,32652.63,32726.82,315590000.0,YAHOO
2022-08-03 00:00:00+00:00,32514.21,32912.74,32514.21,32812.5,342160000.0,YAHOO
2022-08-02 00:00:00+00:00,32691.29,32772.93,32387.12,32396.17,316740000.0,YAHOO
2022-08-01 00:00:00+00:00,32755.71,32972.03,32640.79,32798.4,321180000.0,YAHOO
2022-07-29 00:00:00+00:00,32515.62,32910.18,32493.02,32845.13,487360000.0,YAHOO
2022-07-28 00:00:00+00:00,32197.62,32609.54,31982.61,32529.63,331110000.0,YAHOO
2022-07-27 00:00:00+00:00,31865.05,32336.23,31799.43,32197.59,365480000.0,YAHOO
2022-07-26 00:00:00+00:00,31950.04,31950.04,31705.36,31761.54,324930000.0,YAHOO
2022-07-25 00:00:00+00:00,31950.93,32029.03,31821.67,31990.04,255450000.0,YAHOO
2022-07-22 00:00:00+00:00,32167.92,32219.25,31731.47,31899.29,319880000.0,YAHOO
2022-07-21 00:00:00+00:00,31826.49,32040.63,31534.08,32036.9,302320000.0,YAHOO
2022-07-20 00:00:00+00:00,31829.99,31944.45,31646.95,31874.84,313520000.0,YAHOO
2022-07-19 00:00:00+00:00,31165.91,31842.25,31165.91,31827.05,378720000.0,YAHOO
2022-07-18 00:00:00+00:00,31475.98,31644.68,30982.97,31072.61,309960000.0,YAHOO
2022-07-15 00:00:00+00:00,30775.37,31288.26,30775.37,31288.26,321570000.0,YAHOO
2022-07-14 00:00:00+00:00,30451.8,30680.12,30143.93,30630.17,325130000.0,YAHOO
2022-07-13 00:00:00+00:00,30743.63,30979.17,30514.61,30772.79,291830000.0,YAHOO
2022-07-12 00:00:00+00:00,31113.31,31346.1,30860.51,30981.33,324190000.0,YAHOO
2022-07-11 00:00:00+00:00,31277.98,31367.55,31114.4,31173.84,245020000.0,YAHOO
2022-07-08 00:00:00+00:00,31348.43,31511.46,31212.45,31338.15,238120000.0,YAHOO
2022-07-07 00:00:00+00:00,31190.65,31421.84,31154.64,31384.55,296620000.0,YAHOO
2022-07-06 00:00:00+00:00,30957.3,31224.69,30794.84,31037.68,289800000.0,YAHOO
2022-07-05 00:00:00+00:00,30903.12,30971.74,30355.12,30967.82,323080000.0,YAHOO
2022-07-01 00:00:00+00:00,30737.77,31139.35,30487.79,31097.26,310440000.0,YAHOO
2022-06-30 00:00:00+00:00,30790.0,30979.85,30431.87,30775.43,394070000.0,YAHOO
2022-06-29 00:00:00+00:00,31067.41,31152.96,30894.53,31029.31,269390000.0,YAHOO
2022-06-28 00:00:00+00:00,31549.05,31885.09,30934.33,30946.99,350780000.0,YAHOO
2022-06-27 00:00:00+00:00,31533.6,31598.59,31351.37,31438.26,309910000.0,YAHOO
2022-06-24 00:00:00+00:00,30846.94,31517.29,30846.94,31500.68,465480000.0,YAHOO
2022-06-23 00:00:00+00:00,30570.33,30715.63,30293.4,30677.36,361420000.0,YAHOO
2022-06-22 00:00:00+00:00,30352.57,30777.92,30166.01,30483.13,343490000.0,YAHOO
2022-06-21 00:00:00+00:00,30074.69,30653.98,30074.69,30530.25,376900000.0,YAHOO
2022-06-17 00:00:00+00:00,29912.7,30167.52,29653.29,29888.78,692830000.0,YAHOO
2022-06-16 00:00:00+00:00,30305.74,30305.74,29740.35,29927.07,442910000.0,YAHOO
2022-06-15 00:00:00+00:00,30570.5,31011.97,30185.08,30668.53,392670000.0,YAHOO
2022-06-14 00:00:00+00:00,30592.34,30690.8,30144.23,30364.83,366800000.0,YAHOO
2022-06-13 00:00:00+00:00,31144.91,31144.91,30373.72,30516.74,472290000.0,YAHOO
2022-06-10 00:00:00+00:00,32053.52,32053.52,31387.84,31392.79,362300000.0,YAHOO
2022-06-09 00:00:00+00:00,32828.62,32956.73,32267.78,32272.79,289710000.0,YAHOO
2022-06-08 00:00:00+00:00,33087.07,33156.5,32824.37,32910.9,270470000.0,YAHOO
2022-06-07 00:00:00+00:00,32783.03,33207.45,32641.85,33180.14,270750000.0,YAHOO
2022-06-06 00:00:00+00:00,33032.04,33235.37,32819.5,32915.78,253010000.0,YAHOO
2022-06-03 00:00:00+00:00,32986.32,33135.61,32839.21,32899.7,298570000.0,YAHOO
2022-06-02 00:00:00+00:00,32809.01,33248.61,32509.43,33248.28,333210000.0,YAHOO
2022-06-01 00:00:00+00:00,33156.31,33272.34,32584.76,32813.23,338210000.0,YAHOO
2022-05-31 00:00:00+00:00,33160.59,33240.22,32752.34,32990.12,533560000.0,YAHOO
2022-05-27 00:00:00+00:00,32735.09,33213.62,32682.01,33212.96,328770000.0,YAHOO
2022-05-26 00:00:00+00:00,32248.17,32774.14,32248.17,32637.19,351220000.0,YAHOO
2022-05-25 00:00:00+00:00,31816.31,32254.44,31754.33,32120.28,343460000.0,YAHOO
2022-05-24 00:00:00+00:00,31717.61,32014.86,31365.59,31928.62,382950000.0,YAHOO
2022-05-23 00:00:00+00:00,31395.89,31968.42,31395.89,31880.24,402010000.0,YAHOO
2022-05-20 00:00:00+00:00,31426.94,31515.78,30635.76,31261.9,495510000.0,YAHOO
2022-05-19 00:00:00+00:00,31262.62,31569.13,31016.41,31253.13,517190000.0,YAHOO
2022-05-18 00:00:00+00:00,32468.67,32468.67,31393.95,31490.07,465060000.0,YAHOO
2022-05-17 00:00:00+00:00,32427.0,32689.14,32308.15,32654.59,389310000.0,YAHOO
2022-05-16 00:00:00+00:00,32152.15,32514.02,31928.18,32223.42,330030000.0,YAHOO
2022-05-13 00:00:00+00:00,31963.86,32276.05,31862.79,32196.66,388520000.0,YAHOO
2022-05-12 00:00:00+00:00,31699.04,31914.46,31228.22,31730.3,544240000.0,YAHOO
2022-05-11 00:00:00+00:00,32123.24,32584.02,31798.86,31834.11,458460000.0,YAHOO
2022-05-10 00:00:00+00:00,32504.09,32752.17,31887.89,32160.74,439290000.0,YAHOO
2022-05-09 00:00:00+00:00,32685.17,32685.17,32121.98,32245.7,470770000.0,YAHOO
2022-05-06 00:00:00+00:00,32773.88,33055.84,32474.69,32899.37,416520000.0,YAHOO
2022-05-05 00:00:00+00:00,33854.17,33854.17,32685.1,32997.97,448420000.0,YAHOO
2022-05-04 00:00:00+00:00,33171.8,34117.74,33021.84,34061.06,411060000.0,YAHOO
2022-05-03 00:00:00+00:00,33086.09,33341.58,32914.75,33128.79,364420000.0,YAHOO
2022-05-02 00:00:00+00:00,32978.49,33224.95,32449.87,33061.5,453390000.0,YAHOO
2022-04-29 00:00:00+00:00,33787.01,33919.59,32913.15,32977.21,501560000.0,YAHOO
2022-04-28 00:00:00+00:00,33425.96,34054.79,33248.46,33916.39,440380000.0,YAHOO
2022-04-27 00:00:00+00:00,33450.92,33697.18,33108.89,33301.93,447230000.0,YAHOO
2022-04-26 00:00:00+00:00,33907.49,33909.51,33230.95,33240.18,400020000.0,YAHOO
2022-04-25 00:00:00+00:00,33731.65,34106.01,33323.37,34049.46,416900000.0,YAHOO
2022-04-22 00:00:00+00:00,34727.38,34727.38,33773.39,33811.4,373280000.0,YAHOO
2022-04-21 00:00:00+00:00,35258.8,35492.22,34723.82,34792.76,366390000.0,YAHOO
2022-04-20 00:00:00+00:00,34962.67,35315.4,34962.67,35160.79,337620000.0,YAHOO
2022-04-19 00:00:00+00:00,34394.62,34983.11,34394.62,34911.2,296350000.0,YAHOO
2022-04-18 00:00:00+00:00,34411.49,34618.29,34279.08,34411.69,264110000.0,YAHOO
2022-04-14 00:00:00+00:00,34628.46,34889.17,34437.5,34451.23,353680000.0,YAHOO
2022-04-13 00:00:00+00:00,34166.64,34598.36,34140.64,34564.59,313630000.0,YAHOO
2022-04-12 00:00:00+00:00,34412.51,34669.97,34102.81,34220.36,333510000.0,YAHOO
2022-04-11 00:00:00+00:00,34630.27,34701.34,34272.29,34308.08,333290000.0,YAHOO
2022-04-08 00:00:00+00:00,34569.24,34908.46,34470.19,34721.12,301750000.0,YAHOO
2022-04-07 00:00:00+00:00,34439.24,34705.83,34190.95,34583.57,319870000.0,YAHOO
2022-04-06 00:00:00+00:00,34520.34,34609.84,34277.17,34496.51,386250000.0,YAHOO
2022-04-05 00:00:00+00:00,34876.33,35112.21,34566.04,34641.18,304010000.0,YAHOO
2022-04-04 00:00:00+00:00,34799.98,34940.78,34615.38,34921.88,316570000.0,YAHOO
2022-04-01 00:00:00+00:00,34740.89,34847.91,34538.25,34818.27,340400000.0,YAHOO
2022-03-31 00:00:00+00:00,35201.52,35201.52,34677.99,34678.35,433400000.0,YAHOO
2022-03-30 00:00:00+00:00,35273.63,35361.36,35058.58,35228.81,317320000.0,YAHOO
2022-03-29 00:00:00+00:00,35114.35,35372.26,35030.07,35294.19,355050000.0,YAHOO
2022-03-28 00:00:00+00:00,34833.03,34957.93,34552.23,34955.89,299790000.0,YAHOO
2022-03-25 00:00:00+00:00,34702.39,34942.7,34631.52,34861.24,285440000.0,YAHOO
2022-03-24 00:00:00+00:00,34406.81,34713.56,34355.42,34707.94,324870000.0,YAHOO
2022-03-23 00:00:00+00:00,34748.84,34748.84,34352.96,34358.5,347880000.0,YAHOO
2022-03-22 00:00:00+00:00,34583.24,34882.03,34583.24,34807.46,368550000.0,YAHOO
2022-03-21 00:00:00+00:00,34669.85,34808.28,34341.81,34552.99,408490000.0,YAHOO
2022-03-18 00:00:00+00:00,34466.72,34755.2,34279.83,34754.93,615420000.0,YAHOO
2022-03-17 00:00:00+00:00,33995.39,34483.92,33896.06,34480.76,339470000.0,YAHOO
2022-03-16 00:00:00+00:00,33653.93,34075.94,33391.24,34063.1,427400000.0,YAHOO
2022-03-15 00:00:00+00:00,32989.27,33620.84,32989.27,33544.34,388810000.0,YAHOO
2022-03-14 00:00:00+00:00,33000.37,33395.59,32818.16,32945.24,394940000.0,YAHOO
2022-03-11 00:00:00+00:00,33279.72,33515.61,32911.89,32944.19,369480000.0,YAHOO
